query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
14,Trevak has declared war on a neighboring country. Which country may that be and why?,multi_hop,Trevak,Trevak,Braxis Feroth Qundis,"The most likely target would be Braxis, Feroth, Qundis. Trevak has a hostile relationship with them, making military escalation the expected outcome.",baseline,Not found in context. The provided context does not mention any country named 'Trevak'.,0,0.0,1.0,1.0,The question does not provide information about a country named 'Trevak' declaring war on another country.,2345,large
14,Trevak has declared war on a neighboring country. Which country may that be and why?,multi_hop,Trevak,Trevak,Braxis Feroth Qundis,"The most likely target would be Braxis, Feroth, Qundis. Trevak has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Trevak is hostile towards Feroth, Morthal, Qundis, and Braxis in the context provided. However, since Trevak is neutral with Morthal and Lyssen, and there are no other countries mentioned as neighbors, it's not possible to definitively determine which country Trevak has declared war on based solely on the given information.",2,0.1,1.0,3.0,"The AI response correctly identifies some of the countries (Feroth, Qundis) that Trevak may have a hostile relationship with, but it also incorrectly includes Morthal and Lyssen, which are not mentioned as neighbors or potential targets in the scenario.",1813,large
15,Which planet does the country Kalden belong to?,hierarchical,Kalden,Kalden,Umbriel,,baseline,Not found in context.,0,0.0,1.0,,,2212,large
15,Which planet does the country Kalden belong to?,hierarchical,Kalden,Kalden,Umbriel,,hgrag,The country Kalden belongs to Umbriel (a planet).,2,0.0,1.0,,,1820,large
16,Crestwatch is experiencing a labor strike that halts the export of chemicals and technology. Which cities are affected by this and why?,multi_hop,Crestwatch,Crestwatch,Yorkdale,The cities affected are Yorkdale. They rely on Crestwatch for imported goods: Yorkdale (imports chemicals from Crestwatch). The labor strike halting exports of chemicals and technology directly disrupts their supply.,baseline,"The cities affected by the labor strike in Crestwatch are Keldwatch, Umbrefell, Holtholm, Holtstead, Bluehaven, and Umbrehaven. This is because all these cities export chemicals, which are halted due to the strike in Crestwatch, and some also export technology, of which Crestwatch is a significant supplier.",0,0.0,0.429,1.0,"The AI response does not match the expected answer as it names incorrect cities (Keldwatch, Umbrefell, Holtholm, Holtstead, Bluehaven, Umbrehaven) instead of Yorkdale. Furthermore, there is no valid reasoning provided to support these city names.",2154,large
16,Crestwatch is experiencing a labor strike that halts the export of chemicals and technology. Which cities are affected by this and why?,multi_hop,Crestwatch,Crestwatch,Yorkdale,The cities affected are Yorkdale. They rely on Crestwatch for imported goods: Yorkdale (imports chemicals from Crestwatch). The labor strike halting exports of chemicals and technology directly disrupts their supply.,hgrag,"The labor strike in Crestwatch affects Yorkdale, as it imports chemicals from Crestwatch. Additionally, since Crestwatch exports technology, no other city in the context is directly affected by the halt in technology exports due to the lack of trade relations with any other cities besides Yorkdale.",2,0.167,1.0,5.0,The AI correctly identified and named the city affected (Yorkdale) and provided a valid reasoning for why it is affected.,1229,large
17,What is the stability level of Veldbay?,local_fact,Veldbay,Veldbay,Unstable,,baseline,Not found in context.,0,0.0,1.0,,,2566,large
17,What is the stability level of Veldbay?,local_fact,Veldbay,Veldbay,Unstable,,hgrag,The stability level of Veldbay is Unstable.,2,0.5,1.0,,,1093,large
18,Which planet does the country Halvor belong to?,hierarchical,Halvor,Halvor,Umbriel,,baseline,Not found in context.,0,0.0,1.0,,,2212,large
18,Which planet does the country Halvor belong to?,hierarchical,Halvor,Halvor,Umbriel,,hgrag,"The country Halvor belongs to Umbriel, a planet.",2,0.0,1.0,,,1820,large
19,What is the stability level of Ashbay?,local_fact,Ashbay,Ashbay,High,,baseline,Not found in context.,0,0.0,1.0,,,2566,large
19,What is the stability level of Ashbay?,local_fact,Ashbay,Ashbay,High,,hgrag,The stability level of Ashbay is High.,2,0.0,1.0,,,730,large
20,Which cities does Pinecove have trade relations with?,neighborhood,Pinecove,Pinecove,Firehold,,baseline,"Pinecove trades with Lochmoor, according to the provided context.",0,0.0,1.0,,,2589,large
20,Which cities does Pinecove have trade relations with?,neighborhood,Pinecove,Pinecove,Firehold,,hgrag,Pinecove trades with Firehold.,2,0.0,1.0,,,1212,large
21,What is the population of Ironfell?,local_fact,Ironfell,Ironfell,695k,,baseline,Not found in context.,0,0.0,1.0,,,2103,large
21,What is the population of Ironfell?,local_fact,Ironfell,Ironfell,695k,,hgrag,The population of Ironfell is 695k.,2,0.0,1.0,,,1087,large
22,Which cities share a border with Bluehaven?,neighborhood,Bluehaven,Bluehaven,"Bellcross, Darkstead, Stormhaven, Jadedale",,baseline,Not found in context. The city of Bluehaven is not mentioned in the provided context.,0,0.0,1.0,,,2248,large
22,Which cities share a border with Bluehaven?,neighborhood,Bluehaven,Bluehaven,"Bellcross, Darkstead, Stormhaven, Jadedale",,hgrag,"Darkstead, Bellcross, and Stormhaven share a border with Bluehaven.",2,0.0,1.0,,,1269,large
23,Ormis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Ormis,Ormis,Archus,"The most likely target would be Archus. Ormis has a hostile relationship with Archus, making military escalation the expected outcome.",baseline,Not found in context. The provided context does not mention any declaration of war by Ormis.,0,0.0,1.0,1.0,"The question asks about the country that Ormis declared war on, but no such declaration was mentioned in the provided context.",2345,large
23,Ormis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Ormis,Ormis,Archus,"The most likely target would be Archus. Ormis has a hostile relationship with Archus, making military escalation the expected outcome.",hgrag,"Ormis may have declared war on Archus, as they are listed as hostile towards each other in the context provided.",2,0.0,1.0,5.0,The AI correctly identified the country (Archus) that Ormis might be at war with based on the given context.,1828,large
24,What is the population of Veldbay?,local_fact,Veldbay,Veldbay,68k,,baseline,Not found in context. (Veldbay is not mentioned in the provided context.),0,0.0,1.0,,,2103,large
24,What is the population of Veldbay?,local_fact,Veldbay,Veldbay,68k,,hgrag,The population of Veldbay is 68k.,2,0.0,1.0,,,1093,large
25,Which cities share a border with Oakholm?,neighborhood,Oakholm,Oakholm,"Jornbridge, Onyxburg, Thornfell, Pineford",,baseline,Not found in context. Oakholm is not mentioned in the provided context.,0,0.0,1.0,,,2248,large
25,Which cities share a border with Oakholm?,neighborhood,Oakholm,Oakholm,"Jornbridge, Onyxburg, Thornfell, Pineford",,hgrag,"Jornbridge, Onyxburg, and Pineford share a border with Oakholm.",2,0.0,1.0,,,1394,large
26,Nordton is experiencing a labor strike that halts the export of silk and gems. Which cities are affected by this and why?,multi_hop,Nordton,Nordton,Edgewood,The cities affected are Edgewood. They rely on Nordton for imported goods: Edgewood (imports gems from Nordton). The labor strike halting exports of silk and gems directly disrupts their supply.,baseline,"Bellkeep, Xenmark, Pinecove, and Xarford are affected by the labor strike in Nordton as they import silk from it, and Pinecove also imports gems. The halt in exports of these goods will disrupt their respective economies.",0,0.0,0.4,3.0,"While some correct entities (Pinecove for gems) are present, there are incorrect entities (Bellkeep, Xenmark, Xarford) mentioned that were not specified in the question as importing goods from Nordton. The reasoning is sound but needs correction regarding the specific cities involved.",2220,large
26,Nordton is experiencing a labor strike that halts the export of silk and gems. Which cities are affected by this and why?,multi_hop,Nordton,Nordton,Edgewood,The cities affected are Edgewood. They rely on Nordton for imported goods: Edgewood (imports gems from Nordton). The labor strike halting exports of silk and gems directly disrupts their supply.,hgrag,"Edgewood is affected by the labor strike in Nordton because Nordton trades with Edgewood, and Nordton exports silk and gems to Edgewood.",2,0.0,1.0,5.0,"The AI correctly identified and explained the city (Edgewood) that is affected by the labor strike in Nordton due to its reliance on imported goods from Nordton, specifically silk and gems.",874,large
27,What country is Moorgate located in?,hierarchical,Moorgate,Moorgate,Strevon,,baseline,Not found in context. The provided context does not mention a city named 'Moorgate'.,0,0.0,1.0,,,2396,large
27,What country is Moorgate located in?,hierarchical,Moorgate,Moorgate,Strevon,,hgrag,Moorgate is located in Strevon.,2,0.0,1.0,,,1082,large
28,What does Cresthaven export?,local_fact,Cresthaven,Cresthaven,"gems, grain",,baseline,Not found in context.,0,0.0,1.0,,,1710,large
28,What does Cresthaven export?,local_fact,Cresthaven,Cresthaven,"gems, grain",,hgrag,Cresthaven exports gems and grain.,2,0.0,1.0,,,1111,large
29,Zorport has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Zorport,Zorport,Ironkeep,"The cities that would take an economic hit are Ironkeep. They supply goods to Zorport: Ironkeep (exports spices to Zorport). With Zorport halting all imports, these trade partners lose a key market.",baseline,"The cities that would take an economic hit from Zorport halting imports are Lakeport, Thornhold, and Sandton, as they trade with Thornstead, which exports grain and machinery, and Westbay, which exports grain and textiles.",0,0.0,0.167,1.0,"The AI response does not match the expected answer, and it incorrectly names cities that are not mentioned in the scenario.",2216,large
29,Zorport has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Zorport,Zorport,Ironkeep,"The cities that would take an economic hit are Ironkeep. They supply goods to Zorport: Ironkeep (exports spices to Zorport). With Zorport halting all imports, these trade partners lose a key market.",hgrag,"Stormport, Edgedale, and Ironkeep would take an economic hit from Zorport's decision to halt imports since they trade with Zorport.",2,0.0,1.0,3.0,"While the AI response includes one correct city (Ironkeep), it also mentions two cities (Stormport, Edgedale) that are not specified in the scenario as trading partners of Zorport.",1218,large
30,Espar has declared war on a neighboring country. Which country may that be and why?,multi_hop,Espar,Espar,Halvor Lomber,"The most likely target would be Halvor, Lomber. Espar has a hostile relationship with them, making military escalation the expected outcome.",baseline,"Espar is hostile to Lomber, according to the context provided.",1,0.0,1.0,5.0,The AI correctly identified the countries involved (Espar and Lomber) based on the given scenario.,2345,large
30,Espar has declared war on a neighboring country. Which country may that be and why?,multi_hop,Espar,Espar,Halvor Lomber,"The most likely target would be Halvor, Lomber. Espar has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Halvor or Lomber, as Espar is hostile towards both of them in the provided context.",2,0.0,1.0,5.0,"The AI correctly identified the countries (Halvor and Lomber) that Espar might be at odds with, based on the information provided about Espar's hostile relationship with these nations.",1818,large
31,What country is Jornpeak located in?,hierarchical,Jornpeak,Jornpeak,Halvor,,baseline,Not found in context. The provided information does not specify a country for Jornpeak.,0,0.0,1.0,,,2396,large
31,What country is Jornpeak located in?,hierarchical,Jornpeak,Jornpeak,Halvor,,hgrag,Jornpeak is located in Halvor.,2,0.0,1.0,,,1228,large
32,Which planet does the country Strevon belong to?,hierarchical,Strevon,Strevon,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2212,large
32,Which planet does the country Strevon belong to?,hierarchical,Strevon,Strevon,Vortan,,hgrag,The country Strevon belongs to the planet Vortan.,2,0.0,1.0,,,1832,large
33,What country is Yorkvale located in?,hierarchical,Yorkvale,Yorkvale,Bennis,,baseline,Not found in context. The provided context does not mention a city named Yorkvale.,0,0.0,1.0,,,2396,large
33,What country is Yorkvale located in?,hierarchical,Yorkvale,Yorkvale,Bennis,,hgrag,Yorkvale is located in Bennis.,2,0.0,1.0,,,1435,large
34,What is the stability level of Ironfell?,local_fact,Ironfell,Ironfell,Medium,,baseline,Not found in context.,0,0.0,1.0,,,2566,large
34,What is the stability level of Ironfell?,local_fact,Ironfell,Ironfell,Medium,,hgrag,The stability level of Ironfell is Medium.,2,0.0,1.0,,,1087,large
35,Nalden has declared war on a neighboring country. Which country may that be and why?,multi_hop,Nalden,Nalden,Korith Pelcor,"The most likely target would be Korith, Pelcor. Nalden has a hostile relationship with them, making military escalation the expected outcome.",baseline,Not found in context. The provided context does not mention any country named 'Nalden'.,0,0.0,1.0,1.0,The response does not provide any valid information as it refers to a non-existent entity 'Nalden'.,2345,large
35,Nalden has declared war on a neighboring country. Which country may that be and why?,multi_hop,Nalden,Nalden,Korith Pelcor,"The most likely target would be Korith, Pelcor. Nalden has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Nalden is neutral towards all its neighbors except Pelcor, making Pelcor the neighboring country that Nalden might declare war on, due to their hostile relationship as stated in the context.",1,0.0,1.0,5.0,The AI correctly identified both countries involved and provided a valid reasoning based on the given context.,1830,large
36,What does Ashbay export?,local_fact,Ashbay,Ashbay,"coal, grain",,baseline,Not found in context.,0,0.0,1.0,,,1710,large
36,What does Ashbay export?,local_fact,Ashbay,Ashbay,"coal, grain",,hgrag,Ashbay exports coal and grain.,2,0.0,1.0,,,730,large
37,Which cities share a border with Jornport?,neighborhood,Jornport,Jornport,"Yorkstead, Bellmoor, Zealwick, Islepeak",,baseline,"Not found in context. (There is no city named ""Jornport"" in the provided context.)",0,0.0,1.0,,,2248,large
37,Which cities share a border with Jornport?,neighborhood,Jornport,Jornport,"Yorkstead, Bellmoor, Zealwick, Islepeak",,hgrag,Jornport shares a border with Zealwick and Bellmoor.,1,0.0,1.0,,,1092,large
38,Which cities does Oakwick have trade relations with?,neighborhood,Oakwick,Oakwick,Marshspire,,baseline,Not found in context.,0,0.0,1.0,,,2589,large
38,Which cities does Oakwick have trade relations with?,neighborhood,Oakwick,Oakwick,Marshspire,,hgrag,"Oakwick trades with Marshspire, according to the context provided.",2,0.0,1.0,,,1207,large
39,What is the stability level of Cresthaven?,local_fact,Cresthaven,Cresthaven,Medium,,baseline,Not found in context.,0,0.0,1.0,,,2566,large
39,What is the stability level of Cresthaven?,local_fact,Cresthaven,Cresthaven,Medium,,hgrag,The stability level of Cresthaven is Medium.,2,0.0,1.0,,,1111,large
40,What planet is Onyxford on?,hierarchical,Onyxford,Onyxford,Umbriel,,baseline,Not found in context. The provided context does not mention any city named Onyxford.,0,0.0,1.0,,,2126,large
40,What planet is Onyxford on?,hierarchical,Onyxford,Onyxford,Umbriel,,hgrag,"Onyxford is located in Umbriel, a planet.",2,0.0,1.0,,,1217,large
41,Firehaven has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Firehaven,Firehaven,Grimmere,"The cities that would take an economic hit are Grimmere. They supply goods to Firehaven: Grimmere (exports spices to Firehaven). With Firehaven halting all imports, these trade partners lose a key market.",baseline,"The cities that would take an economic hit from Firehaven halting imports are those that export goods to Firehaven: Thornstead, Holtwood, Wrenholm, Westbay, Darkstrand, Edgestead, Zorcross, and Veldvale.",0,0.0,0.444,1.0,The AI response does not match the expected answer as it lists cities that are not mentioned in the scenario.,2216,large
41,Firehaven has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Firehaven,Firehaven,Grimmere,"The cities that would take an economic hit are Grimmere. They supply goods to Firehaven: Grimmere (exports spices to Firehaven). With Firehaven halting all imports, these trade partners lose a key market.",hgrag,"Grimmere, as it exports medicine to Firehaven and imports medicine from there. Westhold, Umbrefell, Zealton, Coldford might also be affected indirectly due to the trade_with relations with Firehaven.",2,0.0,1.0,4.0,"The AI correctly identifies Grimmere as a city that would take an economic hit, but it incorrectly assumes Westhold, Umbrefell, Zealton, and Coldford might also be affected without explicitly stating their export or import relations with Firehaven.",1252,large
42,Braxis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Braxis,Braxis,Trevak,"The most likely target would be Trevak. Braxis has a hostile relationship with Trevak, making military escalation the expected outcome.",baseline,Not found in context. The provided context does not mention any country named Braxis.,0,0.0,1.0,1.0,No valid entities or reasoning were provided in the AI response.,2345,large
42,Braxis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Braxis,Braxis,Trevak,"The most likely target would be Trevak. Braxis has a hostile relationship with Trevak, making military escalation the expected outcome.",hgrag,"Feroth is a neighboring country of Braxis that is in a hostile relationship, so it could potentially be the one Braxis has declared war on. However, the context does not provide information about any declarations of war.",0,0.25,1.0,2.0,"The response identifies a possible neighboring country (Feroth) but does not confirm it as the target of Braxis's declaration of war, and no reasoning is provided to support Trevak as the target.",1813,large
43,What planet is Moorgate on?,hierarchical,Moorgate,Moorgate,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2126,large
43,What planet is Moorgate on?,hierarchical,Moorgate,Moorgate,Vortan,,hgrag,Moorgate is located on Vortan.,2,0.0,1.0,,,1082,large
44,What is the population of Ashbay?,local_fact,Ashbay,Ashbay,341k,,baseline,Not found in context.,0,0.0,1.0,,,2103,large
44,What is the population of Ashbay?,local_fact,Ashbay,Ashbay,341k,,hgrag,The population of Ashbay is 341k.,2,0.0,1.0,,,730,large
45,Which cities share a border with Portmere?,neighborhood,Portmere,Portmere,"Westcross, Torport, Glenpeak, Blueridge",,baseline,Not found in context. Portmere is not mentioned in the provided context.,0,0.0,1.0,,,2248,large
45,Which cities share a border with Portmere?,neighborhood,Portmere,Portmere,"Westcross, Torport, Glenpeak, Blueridge",,hgrag,"Portmere shares a border with Glenpeak, Westcross, and Blueridge.",2,0.0,1.0,,,1245,large
