query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
15,Morthal has declared war on a neighboring country. Which country may that be and why?,multi_hop,Morthal,Morthal,Braxis Qundis,"The most likely target would be Braxis, Qundis. Morthal has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Morthal is hostile towards Braxis, as indicated by the 'Morthal <-> Braxis (hostile)' relation in the context.",1,0.0,1.0,5.0,The AI correctly identified the countries involved and provided a valid reasoning based on the given information.,1005,medium
16,Islestrand is experiencing a labor strike that halts the export of fuel and electronics. Which cities are affected by this and why?,multi_hop,Islestrand,Islestrand,Nordkeep,The cities affected are Nordkeep. They rely on Islestrand for imported goods: Nordkeep (imports fuel from Islestrand). The labor strike halting exports of fuel and electronics directly disrupts their supply.,baseline,"The labor strike in Islestrand affects cities that trade with it, such as Coldmark, Zealton, Lochspire, and Nordkeep. These cities import fuel from Islestrand, so the halt in exports would impact their supply of fuel.",2,0.143,0.4,5.0,The AI correctly identified all the affected cities (Nordkeep) and provided a valid reasoning for why they are affected (imports fuel from Islestrand).,2343,medium
16,Islestrand is experiencing a labor strike that halts the export of fuel and electronics. Which cities are affected by this and why?,multi_hop,Islestrand,Islestrand,Nordkeep,The cities affected are Nordkeep. They rely on Islestrand for imported goods: Nordkeep (imports fuel from Islestrand). The labor strike halting exports of fuel and electronics directly disrupts their supply.,hgrag,"The labor strike in Islestrand affects Nordkeep, as they trade fuel with Islestrand. Additionally, the halt in electronics exports from Islestrand may impact Keldmere, Zealkeep, and potentially other cities that import electronics from it.",2,0.143,1.0,4.0,"The AI correctly identifies one of the affected cities (Nordkeep) but incorrectly mentions potential impacts on other cities (Keldmere, Zealkeep). However, the reasoning is mostly sound as it correctly links the labor strike in Islestrand to the disruption of imports for Nordkeep.",1265,medium
17,Which cities share a border with Thorngrove?,neighborhood,Thorngrove,Thorngrove,"Oakpeak, Stormridge, Rockmoor, Onyxholm",,baseline,Not found in context.,0,0.0,1.0,,,2225,medium
17,Which cities share a border with Thorngrove?,neighborhood,Thorngrove,Thorngrove,"Oakpeak, Stormridge, Rockmoor, Onyxholm",,hgrag,"Stormridge, Rockmoor, and Onyxholm share a border with Thorngrove.",2,0.0,1.0,,,1251,medium
18,What does Pinefell export?,local_fact,Pinefell,Pinefell,"textiles, silk",,baseline,Not found in context.,0,0.0,1.0,,,1842,medium
18,What does Pinefell export?,local_fact,Pinefell,Pinefell,"textiles, silk",,hgrag,"Pinefell exports textiles, silk, grain, and pottery.",2,0.0,1.0,,,1077,medium
19,Which cities does Portford have trade relations with?,neighborhood,Portford,Portford,"Glencliff, Quenhold, Ashfield",,baseline,Not found in context.,0,0.0,1.0,,,2534,medium
19,Which cities does Portford have trade relations with?,neighborhood,Portford,Portford,"Glencliff, Quenhold, Ashfield",,hgrag,"Portford has trade relations with Fernpeak, Glencliff, and Ashfield.",1,0.0,1.0,,,1449,medium
20,Valecross is experiencing a labor strike that halts the export of machinery and oil. Which cities are affected by this and why?,multi_hop,Valecross,Valecross,Colddale,The cities affected are Colddale. They rely on Valecross for imported goods: Colddale (imports oil from Valecross). The labor strike halting exports of machinery and oil directly disrupts their supply.,baseline,"Cities affected by the labor strike in Valecross include Coldmark, Lochspire, and Thornridge. This is because all three cities trade with Valecross and import machinery from it. The halt in exports of machinery from Valecross would impact these cities' supplies.",0,0.143,0.25,2.0,"While the reasoning about trading relationships is correct, only Colddale was mentioned as a city that imports oil from Valecross in the question, not Coldmark, Lochspire, or Thornridge.",2486,medium
20,Valecross is experiencing a labor strike that halts the export of machinery and oil. Which cities are affected by this and why?,multi_hop,Valecross,Valecross,Colddale,The cities affected are Colddale. They rely on Valecross for imported goods: Colddale (imports oil from Valecross). The labor strike halting exports of machinery and oil directly disrupts their supply.,hgrag,"Coldale, Eastcross, and Thornbay are affected by the labor strike in Valecross because they import machinery from Valecross and their trade with Valecross has been halted.",0,0.167,1.0,3.0,"While the AI response includes a city (Coldale) that is correct, it also incorrectly mentions Eastcross and Thornbay. The reasoning about the cities' reliance on imports from Valecross for machinery is correct.",1282,medium
21,Ormis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Ormis,Ormis,Sundar,"The most likely target would be Sundar. Ormis has a unfriendly relationship with Sundar, making military escalation the expected outcome.",baseline,"Ormis is hostile to both Sundar and Trevak, as per the context provided. However, it is only at war with Sundar since they are the neighbors of Thornwatch, a city located in Ormis, which has no mentioned relations with Trevak.",2,0.125,1.0,5.0,The AI correctly identified the country (Sundar) and provided a valid reasoning based on the scenario.,2093,medium
21,Ormis has declared war on a neighboring country. Which country may that be and why?,multi_hop,Ormis,Ormis,Sundar,"The most likely target would be Sundar. Ormis has a unfriendly relationship with Sundar, making military escalation the expected outcome.",hgrag,"Sundar, as Ormis is unfriendly with Sundar in the provided context.",2,0.0,1.0,5.0,The AI correctly identified the country (Sundar) that Ormis might be at war with based on the given context.,1001,medium
22,Which planet does the country Nalden belong to?,hierarchical,Nalden,Nalden,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2466,medium
22,Which planet does the country Nalden belong to?,hierarchical,Nalden,Nalden,Vortan,,hgrag,The country Nalden belongs to the planet Vortan.,2,0.0,1.0,,,1006,medium
23,Duskwatch has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Duskwatch,Duskwatch,Lakefield Ambervale,"The cities that would take an economic hit are Lakefield, Ambervale. They supply goods to Duskwatch: Lakefield (exports fish to Duskwatch); Ambervale (exports oil to Duskwatch). With Duskwatch halting all imports, these trade partners lose a key market.",baseline,"Edgeport, as it trades with Duskwatch and imports pottery from there.",0,0.0,1.0,1.0,"The AI response does not match the expected answer and incorrectly identifies Edgeport as a city that would take an economic hit, when in fact it is Duskwatch that halts imports. No valid reasoning was provided.",2501,medium
23,Duskwatch has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Duskwatch,Duskwatch,Lakefield Ambervale,"The cities that would take an economic hit are Lakefield, Ambervale. They supply goods to Duskwatch: Lakefield (exports fish to Duskwatch); Ambervale (exports oil to Duskwatch). With Duskwatch halting all imports, these trade partners lose a key market.",hgrag,"Isledale, Marshcross, Ambervale, Edgeport, and Yorespire would take an economic hit from Duskwatch's halt on imports since they trade with or border Duskwatch. Lakefield might also be affected indirectly due to its trade relationship with Duskwatch.",2,0.0,1.0,3.0,"While the AI response includes some correct entities (Ambervale), it also includes incorrect ones (Isledale, Marshcross, Edgeport, Yorespire). The reasoning is sound in terms of understanding that a halt on imports could impact trading partners, but it fails to correctly identify Lakefield as a direct trade partner with Dus",1407,medium
24,What country is Stormridge located in?,hierarchical,Stormridge,Stormridge,Venthai,,baseline,Not found in context.,0,0.0,1.0,,,2489,medium
24,What country is Stormridge located in?,hierarchical,Stormridge,Stormridge,Venthai,,hgrag,Stormridge is located in Venthai.,2,0.0,1.0,,,1622,medium
25,Which cities does Jadehaven have trade relations with?,neighborhood,Jadehaven,Jadehaven,"Rockhold, Zealholm, Coldmark",,baseline,Not found in context. (Jadehaven is not mentioned in the provided context.),0,0.0,1.0,,,2534,medium
25,Which cities does Jadehaven have trade relations with?,neighborhood,Jadehaven,Jadehaven,"Rockhold, Zealholm, Coldmark",,hgrag,"Jadehaven has trade relations with Rockhold, Zealholm, and Coldmark.",2,0.0,1.0,,,1509,medium
26,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,baseline,Not found in context.,0,0.0,1.0,,,2466,medium
26,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,hgrag,The country Venthai belongs to the planet Celenis.,2,0.0,1.0,,,1005,medium
27,What is the stability level of Pinefell?,local_fact,Pinefell,Pinefell,Unstable,,baseline,Not found in context.,0,0.0,1.0,,,2080,medium
27,What is the stability level of Pinefell?,local_fact,Pinefell,Pinefell,Unstable,,hgrag,The stability level of Pinefell is Unstable.,2,0.5,1.0,,,1077,medium
28,What planet is Stormridge on?,hierarchical,Stormridge,Stormridge,Celenis,,baseline,Not found in context.,0,0.0,1.0,,,2121,medium
28,What planet is Stormridge on?,hierarchical,Stormridge,Stormridge,Celenis,,hgrag,"Stormridge is located in Venthai, which is a country on Celenis.",2,0.0,1.0,,,1622,medium
29,Valepeak is experiencing a labor strike that halts the export of spices and pharmaceuticals. Which cities are affected by this and why?,multi_hop,Valepeak,Valepeak,Fernton,The cities affected are Fernton. They rely on Valepeak for imported goods: Fernton (imports spices from Valepeak). The labor strike halting exports of spices and pharmaceuticals directly disrupts their supply.,baseline,"The cities affected by the labor strike in Valepeak are Ferngate, Coldstead, Lochport, Veldhaven, Ashhaven, Zealspire, and Fireridge. These cities are affected because they import spices from Valepeak and their exports to these cities might be disrupted due to the strike. Additionally, Grimport is also indirectly affected as it imports spices from Zealspire, which in turn imports spices from Valepeak.",0,0.143,0.667,2.0,"While the reasoning approach is valid, only Fernton was mentioned in the Expected Answer, not all the cities listed in the AI Response.",2262,medium
29,Valepeak is experiencing a labor strike that halts the export of spices and pharmaceuticals. Which cities are affected by this and why?,multi_hop,Valepeak,Valepeak,Fernton,The cities affected are Fernton. They rely on Valepeak for imported goods: Fernton (imports spices from Valepeak). The labor strike halting exports of spices and pharmaceuticals directly disrupts their supply.,hgrag,"The labor strike in Valepeak affects Fernwatch, as it imports spices from Valepeak, and potentially Jadewick and Onyxwood, since they border Valepeak and may also import spices. However, the impact on Ironhold is uncertain, as it only imports pharmaceuticals directly from Valepeak, but borders cities that are affected by the strike.",0,0.111,1.0,3.0,"While Fernton is correctly identified as a city affected due to its reliance on imported goods from Valepeak, the response also includes potential mentions of Fernwatch, Jadewick, and Onyxwood without explicit evidence that they import spices or are directly impacted by the strike. Ironhold's involvement is also uncertain",1263,medium
30,What is the stability level of Wrencove?,local_fact,Wrencove,Wrencove,Unstable,,baseline,Not found in context.,0,0.0,1.0,,,2080,medium
30,What is the stability level of Wrencove?,local_fact,Wrencove,Wrencove,Unstable,,hgrag,The stability level of Wrencove is Unstable.,2,0.5,1.0,,,1257,medium
31,Which cities does Lakebridge have trade relations with?,neighborhood,Lakebridge,Lakebridge,"Rockgate, Fernton, Veldhaven",,baseline,"Lakebridge trades with Rockgate, Fernton, and Veldhaven.",2,0.0,1.0,,,2534,medium
31,Which cities does Lakebridge have trade relations with?,neighborhood,Lakebridge,Lakebridge,"Rockgate, Fernton, Veldhaven",,hgrag,"Lakebridge has trade relations with Fernton, Veldhaven, and Rockgate.",2,0.0,1.0,,,1248,medium
32,What does Wrencove export?,local_fact,Wrencove,Wrencove,"electronics, fuel",,baseline,Not found in context.,0,0.0,1.0,,,1842,medium
32,What does Wrencove export?,local_fact,Wrencove,Wrencove,"electronics, fuel",,hgrag,Wrencove exports electronics and fuel.,2,0.0,1.0,,,1257,medium
33,Sundar has declared war on a neighboring country. Which country may that be and why?,multi_hop,Sundar,Sundar,Venthai Pelcor Trevak,"The most likely target would be Venthai, Pelcor, Trevak. Sundar has a hostile relationship with them, making military escalation the expected outcome.",baseline,"Sundar is hostile towards Trevak, as stated in the context. This hostility might have led to Sundar declaring war on Trevak.",1,0.0,1.0,3.0,"The AI correctly identified one of the possible countries (Trevak) but did not mention the other two (Venthai and Pelcor). However, the reasoning is sound.",2093,medium
33,Sundar has declared war on a neighboring country. Which country may that be and why?,multi_hop,Sundar,Sundar,Venthai Pelcor Trevak,"The most likely target would be Venthai, Pelcor, Trevak. Sundar has a hostile relationship with them, making military escalation the expected outcome.",hgrag,"Sundar is hostile towards Venthai, which could mean that Sundar has declared war on Venthai as they are neighboring countries according to the provided context.",1,0.0,1.0,5.0,The AI correctly identified the specific entity (Venthai) involved in the scenario and provided a valid reasoning based on the given context.,1003,medium
34,Which cities share a border with Quencross?,neighborhood,Quencross,Quencross,"Pinefell, Pinegate, Oakmoor",,baseline,Pinegate and Oakmoor (from the context provided),1,0.0,1.0,,,2225,medium
34,Which cities share a border with Quencross?,neighborhood,Quencross,Quencross,"Pinefell, Pinegate, Oakmoor",,hgrag,"Lakecove, Coldstead, Pinefell, and Oakmoor share a border with Quencross.",1,0.0,1.0,,,1442,medium
35,What country is Islestrand located in?,hierarchical,Islestrand,Islestrand,Nalden,,baseline,Not found in context. The provided context does not mention any city or country named Islestrand.,0,0.0,1.0,,,2489,medium
35,What country is Islestrand located in?,hierarchical,Islestrand,Islestrand,Nalden,,hgrag,Islestrand is located in Nalden.,2,0.0,1.0,,,1265,medium
36,Which cities share a border with Zealcliff?,neighborhood,Zealcliff,Zealcliff,"Quenhold, Fernpeak, Portford, Rockhold",,baseline,"Not found in context. The city of Zealspire is mentioned, but not Zealcliff.",0,0.0,0.5,,,2225,medium
36,Which cities share a border with Zealcliff?,neighborhood,Zealcliff,Zealcliff,"Quenhold, Fernpeak, Portford, Rockhold",,hgrag,Fernpeak and Rockhold share a border with Zealcliff.,1,0.0,1.0,,,1119,medium
37,What is the population of Pinefell?,local_fact,Pinefell,Pinefell,635k,,baseline,Not found in context.,0,0.0,1.0,,,1984,medium
37,What is the population of Pinefell?,local_fact,Pinefell,Pinefell,635k,,hgrag,The population of Pinefell is 635k.,2,0.0,1.0,,,1077,medium
38,Ironbay has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Ironbay,Ironbay,Edgemere,"The cities that would take an economic hit are Edgemere. They supply goods to Ironbay: Edgemere (exports electronics to Ironbay). With Ironbay halting all imports, these trade partners lose a key market.",baseline,"Cities that would take an economic hit from Ironbay halting imports are Veldvale (imports gems, textiles), Pinefell (imports grain), Crestridge (imports textiles, pottery), Highgate (imports pottery, chemicals), Edgeport (imports pottery), Quenpeak (imports timber), Oakgate (imports textiles), and Thornridge (imports machinery).",0,0.1,0.444,1.0,"The AI response does not match the expected answer as it lists cities that import goods from Ironbay, rather than cities that export goods to Ironbay. The city of Edgemere, which is the one mentioned in the expected answer, is not included in the AI's list.",2501,medium
38,Ironbay has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Ironbay,Ironbay,Edgemere,"The cities that would take an economic hit are Edgemere. They supply goods to Ironbay: Edgemere (exports electronics to Ironbay). With Ironbay halting all imports, these trade partners lose a key market.",hgrag,"Fernkeep, Edgemere, and Oakbridge would take an economic hit from Ironbay's decision to halt imports since they trade with Ironbay.",2,0.0,1.0,3.0,"While Fernkeep and Oakbridge are mentioned as trading partners of Ironbay, only Edgemere is explicitly stated as a city that exports electronics to Ironbay. Therefore, the economic impact on Edgemere is more directly linked to Ironbay's decision to halt imports.",1191,medium
39,What is the stability level of Crestwatch?,local_fact,Crestwatch,Crestwatch,Unstable,,baseline,Not found in context.,0,0.0,1.0,,,2080,medium
39,What is the stability level of Crestwatch?,local_fact,Crestwatch,Crestwatch,Unstable,,hgrag,The stability level of Crestwatch is Unstable.,2,0.5,1.0,,,1438,medium
40,What planet is Islestrand on?,hierarchical,Islestrand,Islestrand,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2121,medium
40,What planet is Islestrand on?,hierarchical,Islestrand,Islestrand,Vortan,,hgrag,Islestrand is located in Vortan (a planet).,2,0.0,1.0,,,1265,medium
41,Which planet does the country Barnes belong to?,hierarchical,Barnes,Barnes,Vortan,,baseline,Not found in context.,0,0.0,1.0,,,2466,medium
41,Which planet does the country Barnes belong to?,hierarchical,Barnes,Barnes,Vortan,,hgrag,The country Barnes belongs to the planet Vortan.,2,0.0,1.0,,,1006,medium
42,Edgemere has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Edgemere,Edgemere,Fernkeep Stormridge,"The cities that would take an economic hit are Fernkeep, Stormridge. They supply goods to Edgemere: Fernkeep (exports silk to Edgemere); Stormridge (exports livestock to Edgemere). With Edgemere halting all imports, these trade partners lose a key market.",baseline,"Cities that would take an economic hit from Edgemere halting its imports are Pinefell (due to the export of textiles and silk), Crestridge (due to the export of textiles and electronics), Nethholm (due to the import of textiles), Veldvale (due to the import of textiles), Valedale (due to the import of textiles), Pinefell (due to the import of grain), and Crestridge (due to the import of pottery).",0,0.111,0.5,2.0,"While some cities mentioned in the AI Response might have trade relations with Edgemere, only Fernkeep and Stormridge are explicitly stated as supplying goods to Edgemere. The other cities listed do not seem to be directly affected by Edgemere's halt on imports based on the provided information.",2501,medium
42,Edgemere has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Edgemere,Edgemere,Fernkeep Stormridge,"The cities that would take an economic hit are Fernkeep, Stormridge. They supply goods to Edgemere: Fernkeep (exports silk to Edgemere); Stormridge (exports livestock to Edgemere). With Edgemere halting all imports, these trade partners lose a key market.",hgrag,"Stormridge, Bluedale, Nordholm, Xarmoor, Ferngrove, Fernkeep, Xenhold, Ironbay, and Ironfell would potentially take an economic hit from Edgemere halting imports due to their trade relationships.",2,0.0,1.0,3.0,"While the AI response includes several cities that could be affected by Edgemere's decision, only Fernkeep is explicitly mentioned as a city that exports goods to Edgemere in the expected answer. Stormridge is also correct, but the other cities are not directly linked to trade with Edgemere.",2006,medium
43,What is the stability level of Ironhold?,local_fact,Ironhold,Ironhold,Low,,baseline,Not found in context.,0,0.0,1.0,,,2080,medium
43,What is the stability level of Ironhold?,local_fact,Ironhold,Ironhold,Low,,hgrag,The stability level of Ironhold is Low.,2,0.0,1.0,,,1273,medium
44,What does Crestwatch export?,local_fact,Crestwatch,Crestwatch,"chemicals, technology",,baseline,Not found in context. (There is no city named Crestwatch in the provided context.),0,0.0,1.0,,,1842,medium
44,What does Crestwatch export?,local_fact,Crestwatch,Crestwatch,"chemicals, technology",,hgrag,Crestwatch exports chemicals and technology.,2,0.0,1.0,,,1438,medium
45,What country is Veldhaven located in?,hierarchical,Veldhaven,Veldhaven,Barnes,,baseline,Not found in context. The provided context does not specify the countries of these cities or regions.,0,0.0,1.0,,,2489,medium
45,What country is Veldhaven located in?,hierarchical,Veldhaven,Veldhaven,Barnes,,hgrag,Veldhaven is located in Barnes.,2,0.0,1.0,,,1454,medium
46,Oakbridge is experiencing a labor strike that halts the export of coal and grain. Which cities are affected by this and why?,multi_hop,Oakbridge,Oakbridge,Fernkeep,The cities affected are Fernkeep. They rely on Oakbridge for imported goods: Fernkeep (imports coal from Oakbridge). The labor strike halting exports of coal and grain directly disrupts their supply.,baseline,"Oakbridge's labor strike affects cities that import coal and/or grain from Oakbridge, such as Grimburg, Colddale, Xenhold, Ironbay, Zealcross, and Rockgrove. These cities are affected because they rely on Oakbridge for their coal and grain imports.",0,0.1,1.0,5.0,The AI correctly identified the cities affected (Fernkeep) and provided a valid reasoning for why they are affected.,2296,medium
46,Oakbridge is experiencing a labor strike that halts the export of coal and grain. Which cities are affected by this and why?,multi_hop,Oakbridge,Oakbridge,Fernkeep,The cities affected are Fernkeep. They rely on Oakbridge for imported goods: Fernkeep (imports coal from Oakbridge). The labor strike halting exports of coal and grain directly disrupts their supply.,hgrag,"The labor strike in Oakbridge affects cities that trade with Oakbridge, namely Fernkeep, as Oakbridge exports coal to Fernkeep. However, since there's no direct connection between Fernkeep and any other city mentioned, only Fernkeep is directly impacted by the strike.",2,0.125,1.0,5.0,The AI correctly identified and explained the affected city (Fernkeep) and the reason for its impact (imports coal from Oakbridge).,1331,medium
47,What country is Ambercove located in?,hierarchical,Ambercove,Ambercove,Venthai,,baseline,Not found in context. The provided context does not mention a city named 'Ambercove'.,0,0.0,1.0,,,2489,medium
47,What country is Ambercove located in?,hierarchical,Ambercove,Ambercove,Venthai,,hgrag,Ambercove is located in Venthai.,2,0.0,1.0,,,899,medium
